LATITUDE,LONGITUDE,DATE,TOTALAL_KALINITY,ELECTRICAL_CONDUCTANCE,DISSOLVED_REACTIVE_PHOSPHORUS,PET,NIR,GREEN,SWIR16,SWIR22,NDMI,MNDWI
-27.38972222,26.46388889,30-06-2011,179.91700000,674.0000000,150.00000000,193.300000,12531.0,10679.5,13497.0,12132.0,-0.0371138773628398,-0.1165387876657079
-26.98472222,26.63227778,30-06-2011,230.70900000,671.0000000,84.00000000,181.400010,15621.0,10864.0,17782.0,14257.0,-0.0646947878933028,-0.2414996858200089
-34.06583300,20.40416700,10-01-2012,127.51300000,1482.0000000,10.00000000,118.400000,,,,,,
-34.06583300,20.40416700,01-02-2012,119.45000000,1043.0000000,10.00000000,178.800000,,,,,,
-34.06583300,20.40416700,29-02-2012,135.01500000,1043.0000000,10.00000000,178.800000,,,,,,
-27.39861100,26.61472200,30-06-2011,202.50000000,566.0000000,65.00000000,191.900010,13482.5,9993.0,14245.5,12485.5,-0.0275173110213501,-0.1754440250015464
-31.03138900,28.88333300,30-06-2011,51.38200000,105.2000000,10.00000000,138.900010,12558.5,11763.0,12000.5,10632.0,0.0227207948206359,-0.009994319018663
-30.86013889,29.07125000,30-06-2011,84.33900000,164.2000000,10.00000000,140.600000,4884.0,4438.5,4257.5,3878.0,0.0685336104578015,0.0208141674333024
-30.77586667,29.03221667,30-06-2011,103.84200000,186.6000000,10.00000000,141.500000,14416.0,11042.0,14538.5,12226.5,-0.0042307758724895,-0.1366861476515309
-27.35666700,27.28638900,30-06-2011,63.12100000,246.1000000,45.00000000,182.400010,,,,,,
-33.89777800,20.01277800,30-06-2011,18.21100000,274.9000000,21.00000000,196.100000,11679.0,8578.0,9276.0,8162.0,0.1146743020758763,-0.0390948806990028
-22.43772222,31.07805556,02-07-2011,43.68800000,95.1000000,10.00000000,172.000000,13205.5,9625.0,12431.0,10671.5,0.0302108322118852,-0.1272216177003984
-28.76083300,17.73027800,03-07-2011,95.39500000,267.6000000,29.00000000,257.500000,9872.0,11435.0,7694.0,7570.0,0.1239895252191727,0.1955669402477903
-29.77750000,29.47083300,04-07-2011,27.32500000,68.9000000,10.00000000,138.300000,14503.0,10040.5,15132.5,12220.5,-0.021241416544347,-0.2022802208715679
-29.98777800,29.85166700,04-07-2011,34.77300000,93.1000000,10.00000000,136.000000,13847.0,8908.0,12025.5,9939.0,0.070402937481882,-0.1489239735352418
-29.74416700,29.90583300,04-07-2011,35.78200000,79.8000000,14.00000000,141.600000,,,,,,
-26.73806000,27.59194000,04-07-2011,114.07500000,663.0000000,114.00000000,168.100000,10114.5,9656.0,8571.0,8216.0,0.0826041583045672,0.0595270752180827
-30.83055600,26.92138900,05-07-2011,148.20200000,302.1000000,10.00000000,175.900010,10053.0,9597.0,9506.5,8772.5,0.027940387024208,0.0047373517941738
-25.12777800,27.62888900,05-07-2011,172.71100000,577.0000000,163.00000000,169.300000,16378.5,9838.0,16067.5,12148.0,0.0095851568760401,-0.2404701704271284
-25.20639000,27.55800000,05-07-2011,130.09800000,712.0000000,10.00000000,170.000000,14713.5,9975.5,11886.0,9562.0,0.1062989905825293,-0.0873910756352488
-24.69514000,27.40906000,05-07-2011,172.85800000,745.0000000,10.00000000,172.900010,14027.0,10009.5,11192.5,9530.0,0.1123931878110188,-0.0557966229600978
-23.65805600,31.05000000,05-07-2011,73.60500000,289.7000000,16.00000000,156.400010,12565.0,9924.5,14680.0,12714.0,-0.0776289227381168,-0.1932776524619472
-30.73388900,29.82833300,05-07-2011,34.22000000,98.9000000,10.00000000,132.400010,12533.5,9968.0,12276.0,10423.0,0.0103790886555552,-0.103758316849487
-27.16944400,29.23388900,05-07-2011,192.22500000,446.0000000,10.00000000,157.300000,15208.0,11403.0,19998.5,16139.0,-0.1360686236916474,-0.2737289619922606
-34.06583300,20.40416700,21-01-2014,111.73600000,318.5200000,10.00000000,178.000000,18287.0,11877.0,18208.0,15101.0,0.0021646800931634,-0.2104370948977889
-34.06583300,20.40416700,11-02-2014,124.72200000,822.0000000,10.00000000,178.000000,18287.0,11877.0,18208.0,15101.0,0.0021646800931634,-0.2104370948977889
-34.06583300,20.40416700,11-03-2014,106.09800000,822.0000000,20.00000000,178.000000,18287.0,11877.0,18208.0,15101.0,0.0021646800931634,-0.2104370948977889
-27.67111100,27.23694400,05-07-2011,176.78800000,452.0000000,117.00000000,182.900010,12113.0,10081.0,13296.0,11983.0,-0.0465583061120073,-0.1375283398211912
-28.69485000,28.23487000,05-07-2011,185.22300000,388.0000000,10.00000000,160.700000,11653.0,9220.0,11787.5,10207.0,-0.0057379322113435,-0.1222182553849809
-28.88333300,27.89000000,05-07-2011,131.97500000,285.7000000,10.00000000,164.200000,11187.0,9467.0,12239.0,11224.0,-0.0449073678818405,-0.1277066248963414
-29.16166700,23.69638900,06-07-2011,86.94000000,204.4000000,33.00000000,223.100000,,,,,,
-30.27402000,30.69602000,06-07-2011,132.30800000,599.0000000,10.00000000,134.400010,14805.5,10225.0,13921.5,11473.0,0.0307724440421901,-0.1530863686248518
-27.00222000,28.76528000,06-07-2011,186.41300000,455.0000000,10.00000000,161.600000,12687.0,10388.0,15213.5,12483.0,-0.0905539327252196,-0.1884850497041181
-27.02314000,28.59389000,06-07-2011,183.20500000,463.0000000,10.00000000,163.100000,10501.5,9743.0,10633.5,9547.5,-0.0062455642299502,-0.0437023041248494
-27.39861100,26.61472200,06-07-2011,210.92400000,624.0000000,65.00000000,191.900010,13482.5,9993.0,14245.5,12485.5,-0.0275173110213501,-0.1754440250015464
-34.06583300,20.40416700,24-02-2015,161.13200000,700.0000000,20.00000000,177.600000,12914.0,8432.0,10196.0,8757.0,0.1176114236261353,-0.0946961563238131
-27.04444400,27.00500000,06-07-2011,123.76100000,312.9000000,10.00000000,178.700000,15642.5,11061.0,20149.0,15460.0,-0.1259097830490476,-0.2911887215636005
-34.40583300,19.60055600,06-07-2011,35.05400000,1224.0000000,10.00000000,158.700000,,,,,,
-27.49555600,26.07472200,06-07-2011,214.56800000,634.0000000,10.00000000,194.200000,15303.0,11092.0,19447.5,15285.0,-0.1192644710148052,-0.273596489791908
-28.37694400,24.30305600,07-07-2011,224.28300000,1269.0000000,134.00000000,211.800000,13126.5,10384.0,14884.5,12547.5,-0.0627610581557243,-0.1781071294299219
-34.06583300,20.40416700,27-10-2015,126.55600000,1430.0000000,20.00000000,177.600000,37541.0,36020.0,31555.0,26055.0,0.086633090193354,0.0660747317795041
-27.57305600,24.74638900,08-07-2011,172.39000000,525.0000000,10.00000000,208.400010,12466.0,10087.0,14931.0,12475.0,-0.0899733547468697,-0.1936205931729147
-27.90277800,24.61555600,08-07-2011,221.84100000,1139.5000000,90.00000000,208.000000,11802.5,9944.5,12962.0,11303.5,-0.0468210543318054,-0.1317311680090798
-28.46083300,21.24888900,08-07-2011,117.95200000,1021.0000000,31.00000000,244.700000,12588.5,11212.0,9257.5,8648.0,0.1524764258903224,0.0954835242678126
-29.80361100,30.51611100,08-07-2011,81.43900000,276.6000000,10.00000000,134.200000,14498.5,10008.5,13777.0,11393.5,0.0255167901540201,-0.158436862794559
-28.96362000,19.15486000,09-07-2011,129.23500000,302.8000000,10.00000000,263.000000,,,,,,
-25.99136000,27.84208000,11-07-2011,114.52300000,430.0000000,123.00000000,173.100000,13128.5,9277.0,13170.0,10783.5,-0.0015780367701579,-0.1734307479841396
-26.45000000,28.08583300,11-07-2011,123.35800000,693.0000000,80.00000000,170.600000,15210.0,10720.0,17974.0,14201.0,-0.0832931533269042,-0.2528054645570494
-26.98472222,26.63227778,11-07-2011,240.59100000,676.0000000,84.00000000,188.500000,15621.0,10864.0,17782.0,14257.0,-0.0646947878933028,-0.2414996858200089
-29.16027800,26.57333300,11-07-2011,244.62600000,614.0000000,10.00000000,200.000000,12394.0,10035.0,14834.0,12839.5,-0.089613633024827,-0.1929711689251671
-23.28100000,30.54305556,12-07-2011,175.14300000,427.0000000,10.00000000,166.700000,12372.5,9806.0,12312.0,10964.5,0.0024509307460146,-0.1133013834885608
-27.02314000,28.59389000,12-07-2011,188.75600000,473.0000000,10.00000000,168.300000,10501.5,9743.0,10633.5,9547.5,-0.0062455642299502,-0.0437023041248494
-26.64805600,27.08944400,12-07-2011,265.79400000,636.0000000,10.00000000,179.700000,15866.0,10787.0,19134.0,15161.0,-0.0933714285714283,-0.2789679489321872
-26.97027800,27.21111100,12-07-2011,119.00100000,651.0000000,65.00000000,181.300000,8393.0,8522.5,7912.5,7778.0,0.0294685842200482,0.037115911165196
-26.88027800,26.96500000,12-07-2011,261.90800000,710.0000000,176.00000000,182.100000,15050.0,10335.0,17528.0,13965.5,-0.0760636012032657,-0.2581559774611482
-27.04444400,27.00500000,12-07-2011,118.62900000,355.0000000,10.00000000,184.500000,15642.5,11061.0,20149.0,15460.0,-0.1259097830490476,-0.2911887215636005
-29.16027800,26.57333300,12-07-2011,242.74300000,631.0000000,10.00000000,200.000000,12394.0,10035.0,14834.0,12839.5,-0.089613633024827,-0.1929711689251671
-30.16009100,27.40124000,12-07-2011,101.42800000,209.5000000,10.00000000,181.700000,12620.0,10198.0,14125.5,12338.5,-0.0562898431511841,-0.1614693609061189
-28.88333300,27.89000000,12-07-2011,146.36100000,312.1000000,67.00000000,170.600000,11187.0,9467.0,12239.0,11224.0,-0.0449073678818405,-0.1277066248963414
-34.03972200,22.13333300,12-07-2011,9.31300000,251.3000000,10.00000000,164.800000,15925.5,9512.0,14491.0,12016.5,0.0471619022569985,-0.2074324042827971
-32.50277800,19.53583300,12-07-2011,5.00000000,89.0000000,10.00000000,229.800000,14076.0,10263.0,13313.0,11491.0,0.0278578991565956,-0.1293688496776377
-31.56530000,18.33060000,12-07-2011,17.57300000,237.0000000,10.00000000,222.700000,,,,,,
-34.00583300,22.35111100,12-07-2011,23.35700000,656.0000000,32.00000000,158.600000,,,,,,
-25.45963889,28.26430556,12-07-2011,219.49200000,697.0000000,82.00000000,177.000000,13959.0,9926.0,15156.5,12552.5,-0.0411292953924884,-0.2085318449117902
-29.16166700,23.69638900,13-07-2011,87.74100000,224.3000000,35.00000000,226.600000,,,,,,
-25.81048333,27.90955222,13-07-2011,131.36500000,644.0000000,10.00000000,176.000000,13029.0,10157.5,15828.0,12748.0,-0.0969955296808396,-0.2182178522637616
-29.64194400,30.68750000,13-07-2011,60.35300000,310.3000000,10.00000000,148.000000,13659.5,9392.5,12079.5,9984.0,0.0613854462100312,-0.1251397168405359
-22.76972200,30.88694400,13-07-2011,49.64500000,135.9000000,11.00000000,174.600000,13558.0,9549.0,14038.0,11111.0,-0.0173938251920567,-0.1903166998770501
-29.03333300,23.98333300,13-07-2011,168.09700000,1084.0000000,42.00000000,221.900010,,,,,,
-34.02861000,22.22222000,13-07-2011,16.29600000,406.0000000,12.00000000,162.200000,15934.0,9006.0,12747.0,9998.0,0.1111188591750632,-0.1719762791339117
-31.86027800,18.68750000,14-07-2011,32.42900000,250.9000000,10.00000000,231.800000,13799.0,10651.0,12252.0,10302.0,0.0593835169475257,-0.0699035060909048
-27.60222200,29.94277800,14-07-2011,87.25800000,203.3000000,10.00000000,167.300000,,,,,,
-27.30000000,28.58694400,14-07-2011,145.56200000,322.3000000,10.00000000,168.100000,13842.5,10375.0,15607.0,12663.0,-0.0599161276082783,-0.2013701793549372
-27.57305600,24.74638900,14-07-2011,136.97400000,350.2000000,28.00000000,215.500000,12466.0,10087.0,14931.0,12475.0,-0.0899733547468697,-0.1936205931729147
-29.03333300,23.98333300,14-07-2011,163.82000000,1071.0000000,63.00000000,221.900010,,,,,,
-30.16009100,27.40124000,14-07-2011,98.89300000,216.2000000,10.00000000,181.700000,12620.0,10198.0,14125.5,12338.5,-0.0562898431511841,-0.1614693609061189
-30.33611100,27.35944400,14-07-2011,87.73500000,190.8000000,10.00000000,182.700000,9241.0,10209.0,8613.0,8006.0,0.0351741906575555,0.08479438954415
-34.25055600,20.99250000,14-07-2011,31.18600000,810.0000000,10.00000000,186.800000,10773.5,8121.5,9344.0,8270.0,0.0710575369702991,-0.0699951332627175
-25.36222200,31.95666700,15-07-2011,146.73800000,406.0000000,45.00000000,156.600000,14229.5,10039.0,16143.5,13182.5,-0.0630164949132451,-0.2331519144466715
-25.14944444,31.94055556,15-07-2011,51.41050000,132.7500000,10.00000000,159.700000,14847.5,10833.0,17383.5,14907.0,-0.0786820142099218,-0.2321514007761408
-29.65805600,25.97333300,15-07-2011,303.17300000,658.0000000,10.00000000,201.600000,12166.5,10285.0,13478.5,11562.5,-0.0511600701891204,-0.1343867696256859
-31.00083300,26.35305600,15-07-2011,252.38600000,535.0000000,21.00000000,196.200000,10471.0,9356.0,10132.0,9110.0,0.0164539144784739,-0.0398193760262723
-30.53416700,24.96194400,15-07-2011,358.61000000,918.0000000,10.00000000,217.800000,12125.0,10437.5,13902.0,12572.0,-0.0682752526222766,-0.1423406397008971
-28.76083300,17.73027800,17-07-2011,137.87800000,370.0000000,27.00000000,249.800000,9872.0,11435.0,7694.0,7570.0,0.1239895252191727,0.1955669402477903
-26.86111100,28.88472200,18-07-2011,185.35300000,636.0000000,180.00000000,164.900010,13411.0,10057.0,15685.0,13113.0,-0.0781550728622488,-0.2186310309999214
-26.73806000,27.59194000,18-07-2011,126.75600000,664.0000000,114.00000000,174.500000,10114.5,9656.0,8571.0,8216.0,0.0826041583045672,0.0595270752180827
-28.69485000,28.23487000,18-07-2011,189.86500000,386.0000000,10.00000000,165.000000,11653.0,9220.0,11787.5,10207.0,-0.0057379322113435,-0.1222182553849809
-25.12777800,27.62888900,19-07-2011,172.77900000,662.0000000,163.00000000,187.500000,,,,,,
-25.20639000,27.55800000,19-07-2011,144.23900000,700.0000000,10.00000000,185.900010,,,,,,
-24.69514000,27.40906000,19-07-2011,165.84000000,746.0000000,94.00000000,187.700000,14325.0,9934.5,12063.0,10486.5,0.085720782173715,-0.0967609955676777
-27.16944400,29.23388900,19-07-2011,168.82100000,397.0000000,10.00000000,162.000000,15208.0,11403.0,19998.5,16139.0,-0.1360686236916474,-0.2737289619922606
-33.38056000,19.30167000,19-07-2011,28.53500000,420.0000000,10.00000000,206.700000,13710.0,9626.5,13975.0,11866.0,-0.0095719703810727,-0.1842467639768651
-33.31388889,19.07472222,19-07-2011,25.03800000,222.9000000,10.00000000,216.900010,12173.0,8623.5,10821.5,9300.0,0.0587749244384524,-0.1130367703779886
-27.49555600,26.07472200,19-07-2011,222.28100000,666.0000000,52.00000000,200.700000,15303.0,11092.0,19447.5,15285.0,-0.1192644710148052,-0.273596489791908
-29.16166700,23.69638900,20-07-2011,113.89700000,300.4000000,34.00000000,226.600000,,,,,,
-27.01011111,26.69808333,20-07-2011,169.94100000,717.0000000,26.00000000,189.300000,10792.5,9208.0,11439.5,10452.5,-0.0291021950341848,-0.1080760382612902
-28.75000000,30.44277800,20-07-2011,94.34500000,236.9000000,10.00000000,166.600000,12977.0,10939.0,13578.0,11925.5,-0.0226322726416869,-0.1076395970143161
-29.16166700,30.62972200,20-07-2011,24.85600000,92.7000000,10.00000000,144.300000,12397.5,9644.5,15341.0,14016.0,-0.1061160480920017,-0.2279922354965871
-30.53416700,24.96194400,20-07-2011,358.76600000,931.0000000,10.00000000,217.800000,12125.0,10437.5,13902.0,12572.0,-0.0682752526222766,-0.1423406397008971
-34.09222200,21.29527800,20-07-2011,36.32300000,360.0000000,10.00000000,181.400010,16955.0,9443.0,14543.0,11466.0,0.0765762905581304,-0.2126240306845651
-33.13083000,18.86278000,20-07-2011,20.36800000,316.2000000,10.00000000,210.100000,14595.0,10533.5,10900.0,10535.0,0.1449303785055887,-0.0170994004712248
-31.00083300,26.35305600,21-07-2011,261.73600000,545.0000000,45.00000000,196.200000,10471.0,9356.0,10132.0,9110.0,0.0164539144784739,-0.0398193760262723
-33.70750000,18.97444444,21-07-2011,8.01000000,149.8000000,23.00000000,212.800000,12716.5,9013.5,10523.0,9388.0,0.094386712278663,-0.0772656309983872
-25.99136000,27.84208000,25-07-2011,137.34700000,444.0000000,123.00000000,173.100000,13128.5,9277.0,13170.0,10783.5,-0.0015780367701579,-0.1734307479841396
-26.86111100,28.88472200,25-07-2011,185.32400000,634.0000000,180.00000000,164.900010,13411.0,10057.0,15685.0,13113.0,-0.0781550728622488,-0.2186310309999214
-26.00638900,29.25388900,26-07-2011,114.70900000,688.0000000,10.00000000,159.900010,9199.0,8737.5,10408.0,10321.5,-0.061661651451012,-0.0872528792666679
-29.38055600,30.27750000,26-07-2011,29.42800000,97.1000000,10.00000000,144.100000,12540.5,9491.0,14857.5,12564.0,-0.0845682166581499,-0.2204037209684365
-26.64805600,27.08944400,26-07-2011,266.24200000,648.0000000,10.00000000,179.700000,15866.0,10787.0,19134.0,15161.0,-0.0933714285714283,-0.2789679489321872
-26.88027800,26.96500000,26-07-2011,274.54700000,720.0000000,128.00000000,182.100000,15050.0,10335.0,17528.0,13965.5,-0.0760636012032657,-0.2581559774611482
-26.98472222,26.63227778,26-07-2011,271.07100000,692.0000000,84.00000000,188.500000,15621.0,10864.0,17782.0,14257.0,-0.0646947878933028,-0.2414996858200089
-28.14194400,26.41777800,26-07-2011,240.21200000,623.0000000,10.00000000,196.400010,14796.0,9950.5,15041.5,12545.0,-0.0082279011311269,-0.2037051856594102
-27.04444400,27.00500000,26-07-2011,134.20500000,364.0000000,18.00000000,184.500000,15642.5,11061.0,20149.0,15460.0,-0.1259097830490476,-0.2911887215636005
-33.50166700,21.62416700,26-07-2011,53.55800000,311.9000000,10.00000000,193.400010,11511.0,9480.5,10995.0,9423.0,0.0229272194081577,-0.0739664477057943
-25.45963889,28.26430556,26-07-2011,193.69300000,707.0000000,82.00000000,177.000000,13959.0,9926.0,15156.5,12552.5,-0.0411292953924884,-0.2085318449117902
-29.16166700,23.69638900,27-07-2011,87.12400000,234.5000000,15.00000000,226.600000,9062.0,11461.0,7655.0,7675.0,0.0841658192259371,0.1991002301736754
-25.81048333,27.90955222,27-07-2011,137.66900000,635.0000000,10.00000000,176.000000,13029.0,10157.5,15828.0,12748.0,-0.0969955296808396,-0.2182178522637616
-34.06583300,20.40416700,27-07-2011,55.24700000,608.0000000,10.00000000,194.900010,10636.0,8387.0,8708.0,8024.0,0.0996691480562443,-0.0187774202983327
-23.23572222,27.71700000,27-07-2011,15.91600000,66.8000000,10.00000000,179.800000,13144.5,10394.5,14032.0,12114.0,-0.0326568910639705,-0.1489161361635922
-27.42750000,28.52583300,27-07-2011,28.38000000,157.3000000,14.00000000,167.700000,,,,,,
-27.93500000,26.12666700,27-07-2011,58.07700000,168.2000000,124.00000000,196.700000,14369.0,10856.0,17660.0,14432.0,-0.1027506322395326,-0.2386028896058345
-29.03333300,23.98333300,27-07-2011,191.22900000,1127.0000000,38.00000000,221.900010,,,,,,
-34.07555600,20.14555600,27-07-2011,13.99500000,403.0000000,10.00000000,197.400010,16025.5,9825.0,15554.0,12436.0,0.0149305720483224,-0.2257378147287118
-22.91028000,29.61111000,28-07-2011,31.88300000,90.1000000,10.00000000,163.100000,13335.0,10151.0,13250.0,11795.5,0.0031972917058491,-0.1324302380240155
-24.92527800,29.32444400,28-07-2011,198.77700000,1146.0000000,18.00000000,177.100000,,,,,,
-26.90500000,32.32472200,28-07-2011,121.69700000,410.0000000,10.00000000,169.700000,,,,,,
-27.38972222,26.46388889,28-07-2011,137.99600000,670.0000000,14.00000000,197.500000,12531.0,10679.5,13497.0,12132.0,-0.0371138773628398,-0.1165387876657079
-27.39861100,26.61472200,28-07-2011,223.57950000,680.0000000,120.00000000,195.800000,13482.5,9993.0,14245.5,12485.5,-0.0275173110213501,-0.1754440250015464
-27.67111100,27.23694400,28-07-2011,204.79200000,492.0000000,80.00000000,188.300000,12113.0,10081.0,13296.0,11983.0,-0.0465583061120073,-0.1375283398211912
-28.40444400,30.01305600,29-07-2011,43.40900000,188.5000000,17.00000000,165.400010,13335.0,9561.0,16019.0,12477.0,-0.0914355794780946,-0.2524628616106323
-28.05888900,30.37361100,29-07-2011,103.62700000,557.0000000,29.00000000,160.600000,12469.0,10057.5,14050.5,11817.5,-0.0596353626576667,-0.1656296665007459
-28.76083300,17.73027800,31-07-2011,153.39700000,452.0000000,10.00000000,249.800000,9872.0,11435.0,7694.0,7570.0,0.1239895252191727,0.1955669402477903
-29.77750000,29.47083300,01-08-2011,34.67200000,82.6000000,16.00000000,144.700000,,,,,,
-29.98777800,29.85166700,01-08-2011,36.55000000,93.7000000,10.00000000,144.900010,13526.5,9564.0,12985.5,10745.0,0.0204058539529269,-0.1517328543870145
-29.74416700,29.90583300,01-08-2011,23.48800000,69.2000000,10.00000000,150.000000,13396.0,9910.0,15025.5,12219.5,-0.057333356789754,-0.2051492851557009
-27.16944400,29.23388900,01-08-2011,168.71300000,434.0000000,10.00000000,162.000000,15208.0,11403.0,19998.5,16139.0,-0.1360686236916474,-0.2737289619922606
-26.45000000,28.08583300,01-08-2011,110.80500000,700.0000000,80.00000000,170.600000,15210.0,10720.0,17974.0,14201.0,-0.0832931533269042,-0.2528054645570494
-27.40000000,26.62472200,01-08-2011,313.28400000,972.0000000,16.00000000,195.800000,13854.0,10203.5,15255.5,13207.0,-0.0481457943283119,-0.1984367021485518
-25.12777800,27.62888900,02-08-2011,190.59600000,619.0000000,163.00000000,187.500000,,,,,,
-25.20639000,27.55800000,02-08-2011,161.59200000,746.0000000,10.00000000,185.900010,,,,,,
-24.69514000,27.40906000,02-08-2011,169.86200000,734.0000000,32.00000000,187.700000,14325.0,9934.5,12063.0,10486.5,0.085720782173715,-0.0967609955676777
-30.73388900,29.82833300,02-08-2011,31.36600000,94.1000000,15.00000000,142.200000,12533.5,9968.0,12276.0,10423.0,0.0103790886555552,-0.103758316849487
-27.80277800,28.76833300,02-08-2011,69.34000000,238.6000000,27.00000000,162.600000,14933.0,14544.0,9167.0,8423.5,0.239253112033194,0.2267723841255104
-30.16009100,27.40124000,02-08-2011,98.48000000,228.7000000,10.00000000,181.700000,12620.0,10198.0,14125.5,12338.5,-0.0562898431511841,-0.1614693609061189
-30.33611100,27.35944400,02-08-2011,89.32500000,199.5000000,10.00000000,182.700000,9241.0,10209.0,8613.0,8006.0,0.0351741906575555,0.08479438954415
-34.40583300,19.60055600,02-08-2011,36.24700000,1237.0000000,10.00000000,174.100000,,,,,,
-27.01011111,26.69808333,03-08-2011,141.31700000,714.0000000,10.00000000,189.300000,10792.5,9208.0,11439.5,10452.5,-0.0291021950341848,-0.1080760382612902
-30.83055600,26.92138900,03-08-2011,112.81100000,248.0000000,51.00000000,190.300000,10053.0,9597.0,9506.5,8772.5,0.027940387024208,0.0047373517941738
-30.39805600,30.60194400,03-08-2011,27.83400000,211.8000000,10.00000000,148.300000,15038.0,9607.0,11837.5,9600.0,0.1190861565366221,-0.1040126839049635
-27.00222000,28.76528000,03-08-2011,227.11900000,496.0000000,10.00000000,166.100000,12687.0,10388.0,15213.5,12483.0,-0.0905539327252196,-0.1884850497041181
-27.02314000,28.59389000,03-08-2011,184.93100000,478.0000000,10.00000000,168.300000,10501.5,9743.0,10633.5,9547.5,-0.0062455642299502,-0.0437023041248494
-26.97027800,27.21111100,03-08-2011,147.71100000,694.0000000,65.00000000,181.300000,8393.0,8522.5,7912.5,7778.0,0.0294685842200482,0.037115911165196
-27.42750000,28.52583300,03-08-2011,41.56600000,114.4000000,10.00000000,167.700000,,,,,,
-27.30000000,28.58694400,03-08-2011,135.30600000,334.4000000,10.00000000,168.100000,13842.5,10375.0,15607.0,12663.0,-0.0599161276082783,-0.2013701793549372
-27.39861100,26.61472200,03-08-2011,234.03400000,715.0000000,120.00000000,195.800000,13482.5,9993.0,14245.5,12485.5,-0.0275173110213501,-0.1754440250015464
-30.67972200,26.71250000,03-08-2011,114.93200000,246.9000000,10.00000000,195.000000,,,,,,
-27.49555600,26.07472200,03-08-2011,245.08200000,737.0000000,10.00000000,200.700000,15303.0,11092.0,19447.5,15285.0,-0.1192644710148052,-0.273596489791908
-29.80361100,30.51611100,05-08-2011,86.68700000,314.7000000,10.00000000,143.800000,14498.5,10008.5,13777.0,11393.5,0.0255167901540201,-0.158436862794559
-26.73806000,27.59194000,07-08-2011,140.05300000,674.0000000,114.00000000,174.500000,,,,,,
-25.99136000,27.84208000,08-08-2011,121.94400000,437.0000000,125.00000000,173.100000,12698.0,9472.5,14456.5,11539.0,-0.0647590638752322,-0.2082828367253115
-26.86111100,28.88472200,08-08-2011,187.08200000,667.0000000,180.00000000,164.900010,12881.0,10120.5,14336.0,12306.0,-0.0534592350369252,-0.1723672643264565
-26.45000000,28.08583300,08-08-2011,131.17800000,682.0000000,67.00000000,170.600000,14945.0,10725.0,18207.5,14532.0,-0.0984088681094937,-0.2586191998617463
-29.16027800,26.57333300,08-08-2011,229.54300000,584.0000000,10.00000000,200.000000,12394.0,10035.0,14834.0,12839.5,-0.089613633024827,-0.1929711689251671
-27.01011111,26.69808333,09-08-2011,139.17500000,713.0000000,104.00000000,189.300000,10792.5,9208.0,11439.5,10452.5,-0.0291021950341848,-0.1080760382612902
-27.00222000,28.76528000,09-08-2011,209.98200000,507.0000000,19.00000000,166.100000,,,,,,
-26.88027800,26.96500000,09-08-2011,272.35300000,725.0000000,185.00000000,182.100000,15050.0,10335.0,17528.0,13965.5,-0.0760636012032657,-0.2581559774611482
-26.98472222,26.63227778,09-08-2011,273.01500000,752.0000000,84.00000000,188.500000,15621.0,10864.0,17782.0,14257.0,-0.0646947878933028,-0.2414996858200089
-28.69485000,28.23487000,09-08-2011,176.56000000,394.0000000,10.00000000,165.000000,11216.0,9124.0,11442.0,9816.0,-0.0099744019772265,-0.1127102985510059
-29.61555600,27.06527800,09-08-2011,144.98600000,373.0000000,10.00000000,188.500000,13476.0,10952.0,15800.5,13532.5,-0.0793981521015146,-0.1812353985608815
-28.88333300,27.89000000,09-08-2011,147.68300000,305.6000000,10.00000000,170.600000,11639.0,9602.0,12698.5,11905.5,-0.043533641499743,-0.1388533889374671
-25.45963889,28.26430556,09-08-2011,189.80400000,766.0000000,82.00000000,177.000000,,,,,,
-29.16166700,23.69638900,10-08-2011,100.44700000,218.8000000,39.00000000,226.600000,8688.0,11666.0,7633.0,7651.0,0.0646406470191773,0.2089745582672666
-25.81048333,27.90955222,10-08-2011,134.12100000,631.0000000,10.00000000,176.000000,13317.0,10169.0,16161.0,13589.0,-0.0964787299002642,-0.2275731105203181
-29.64194400,30.68750000,10-08-2011,77.39000000,288.8000000,20.00000000,148.000000,13659.5,9392.5,12079.5,9984.0,0.0613854462100312,-0.1251397168405359
-27.60222200,29.94277800,10-08-2011,76.26500000,194.4000000,11.00000000,167.300000,,,,,,
-31.55472200,29.24555600,10-08-2011,89.81900000,220.0000000,10.00000000,142.400010,16017.5,9878.5,14186.5,11009.5,0.060621109786783,-0.1790151672553493
-34.03972200,22.13333300,10-08-2011,11.72900000,326.4000000,13.00000000,164.800000,16915.5,9659.5,14509.0,11954.0,0.0765803751849669,-0.2006537435091122
-32.50277800,19.53583300,10-08-2011,5.00000000,77.0000000,10.00000000,229.800000,,,,,,
-31.56530000,18.33060000,10-08-2011,6.88300000,206.4000000,10.00000000,222.700000,12387.0,9564.0,15516.0,13411.0,-0.1121384797333616,-0.2373205741626785
-31.86027800,18.68750000,11-08-2011,12.55600000,161.3000000,10.00000000,231.800000,,,,,,
-30.83055600,26.92138900,11-08-2011,112.03600000,226.5000000,10.00000000,190.300000,10340.5,10028.0,10545.0,9453.0,-0.0097914821287495,-0.0251300247897728
-22.43772222,31.07805556,11-08-2011,26.69500000,101.1000000,10.00000000,186.900010,13439.0,9512.5,12921.0,10839.5,0.0196509863429437,-0.1519379499409358
